Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA_Desc,Total_Providers,Total_Beneficiaries,Avg_Allowed_Amt,Opportunity_Index
08054,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,144,467.6568317898,203.8856105966
08057,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,279,385.69944124125,221.56648041375
08070,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,413.36502262500005,438.36502262500005
08080,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,217,452.04015028888887,133.80803005777778
08086,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,171,137.5411225976,308.5411225976
08087,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,34,658.88983051,692.88983051
08097,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,28.372857143,42.372857143000004
08103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,215,154.5521132887778,92.38802832219446
08205,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,129,191.616885895,80.15422147375
08210,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,86,132.263933335,218.263933335
08221,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,96,169.21038387925,132.605191939625
08225,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,141,312.3529811825,151.11766039416668
08234,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,453,321.41738835633333,110.63105547947619
08240,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,231.1196,251.1196
08244,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,35,696.99969697,731.99969697
08360,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,189,288.38698175254547,59.67337271906818
08361,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,44,110.04,154.04000000000002
08505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,55,358.13440562233336,413.13440562233336
08520,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,112,489.97701364249997,601.9770136425
08536,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,59,191.65230392349997,250.65230392349997
08540,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,102,355.1971533574,114.29928833935
08554,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,22.445714286,35.445714286
08619,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,560.283461535,582.283461535
08648,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,129,380.30644635,127.3266115875
08690,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,167,293.17515065333333,460.17515065333333
08691,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,143,67.40069138125,35.066781896875
08701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,359,525.0038412166667,221.00096030416668
08723,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,240,281.7641100516,173.92137001720002
08724,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,37,198.043089285,117.5215446425
08736,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,56,161.27252406,108.63626203
08742,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,38,148.52996031866667,93.26498015933333
08753,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,42,697.08178082,739.08178082
08755,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,389,195.1244560456154,83.44635086365933
08759,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,944,293.76696245273683,206.2944937421228
08807,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,93,798.72022222,891.72022222
08816,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,166,67.618409391625,29.202301173953124
08817,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,30,153.877997199,183.877997199
08820,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,49,29.23,26.076666666666668
08822,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,142,225.31021420516666,91.82755355129166
08835,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,12,117.9244,129.9244
08837,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,170,284.25729261333333,90.85145852266666
08840,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,145,330.33154521,237.665772605
08857,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,30,828.50666667,858.50666667
08859,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,83,332.41391993,415.41391993
08865,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,66,82.37026666675,74.185133333375
08873,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,240,196.12197702645454,62.303139575207794
08876,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,686.43608696,697.43608696
08879,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,57,426.284032258,241.642016129
10001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,107,336.4879614775,221.74398073875
10003,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,141,39.36824925075,60.12274975025
10004,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,157,599.37928919,756.37928919
10005,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,109,151.72302322800002,260.723023228
10006,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,365,273.4281997025,319.21409985125
10007,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,574,406.2653111575217,163.37755185958693
10010,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,33,489.76221726200004,261.381108631
10011,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,15,137.13190476,152.13190476
10013,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,79,317.417664,396.417664
10016,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,387,178.6869125569375,70.71086406961719
10017,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,411,240.79032494815385,93.11290356402198
10019,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,238,385.55625976833335,124.71125195366668
10021,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,574,152.70158695092306,48.446772463394865
10022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,243,403.27388774454545,129.2547775489091
10024,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,26,141.74029412,167.74029412
10028,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,70,177.2957918366667,123.64789591833335
10029,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,298,354.04908770500003,72.44989863388889
10032,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,559,286.9038041480952,76.90034583164503
10038,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,15,140.20653846,155.20653846
10044,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,30.25,41.25
10065,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,969,336.80027907805555,100.44617531369659
10122,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,52,111.72647887,163.72647887
10128,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,109,29.981891892,138.981891892
10304,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,101,249.52974676999997,116.84324892333332
10305,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,804,304.98116957784214,184.83019492964036
10306,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,68,394.3574273166667,462.3574273166667
10314,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,181,252.56827650283333,216.78413825141666
10457,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,194.7745,214.7745
10461,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,94,357.3623490575,150.4541163525
10467,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,92,85.0686666674,44.26716666685
10509,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,84,126.54491228,210.54491228
10512,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,189,287.514616905,95.302923381
10522,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,18,139.7497619,157.7497619
10528,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,146,430.6015753633333,576.6015753633333
10530,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,35,140.5222807,175.5222807
10549,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,146,220.72928356757143,61.1215472612619
10567,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,15,142.45,157.45
10577,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,34,84.6875833335,59.34379166675
10589,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,35,138.49,173.49
10591,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,36,453.345714285,489.345714285
10595,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,57,350.1316071425,203.56580357125
10598,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,12,743.57296296,755.57296296
10604,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,172,216.94393473722224,77.78878694744444
10701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,46,145.9508823525,191.9508823525
